DATE,AD_CLIENT_ID,AD_REQUESTS,MATCHED_AD_REQUESTS,AD_REQUESTS_COVERAGE,INDIVIDUAL_AD_IMPRESSIONS,CLICKS,CLICKS_SPAM_RATIO,MATCHED_AD_REQUESTS_CTR,COST_PER_CLICK (USD),EARNINGS (USD),AD_REQUESTS_RPM (USD)
2014-05-29,partner-ebay-pl-vip-01,117839,62169,0.5276,180357,88,0.0112,0.0014,0.16,13.68,0.12
2014-05-12,partner-ebay-pl-vip-01,124667,64735,0.5193,185381,82,0.0575,0.0013,0.14,11.48,0.09
2014-04-16,partner-ebay-pl-vip-01,126345,58120,0.46,158262,72,0.027,0.0012,0.16,11.50,0.09
2014-06-09,partner-ebay-pl-vip-01,107913,57128,0.5294,167677,70,0.0141,0.0012,0.17,11.73,0.11
2014-06-02,partner-ebay-pl-vip-01,125436,67202,0.5357,195042,110,0.0265,0.0016,0.14,15.06,0.12
2014-05-04,partner-ebay-pl-vip-01,144457,69163,0.4788,187845,116,0.0169,0.0017,0.15,16.88,0.12
2014-03-17,partner-ebay-pl-vip-01,143557,80142,0.5583,237714,107,0.0183,0.0013,0.14,14.83,0.10
2014-03-30,partner-ebay-pl-vip-01,133618,63164,0.4727,173802,85,0,0.0013,0.19,15.96,0.12
2014-04-21,partner-ebay-pl-vip-01,129249,60433,0.4676,165988,99,0.0198,0.0016,0.11,11.03,0.09
2014-04-26,partner-ebay-pl-vip-01,119465,56732,0.4749,156126,73,0.0135,0.0013,0.14,9.90,0.08
2014-04-11,partner-ebay-pl-vip-01,116497,52439,0.4501,140644,57,0.0172,0.0011,0.26,14.87,0.13
2014-03-25,partner-ebay-pl-vip-01,134744,65101,0.4831,180775,108,0.0182,0.0017,0.15,16.23,0.12
2014-05-03,partner-ebay-pl-vip-01,133820,64236,0.48,173755,81,0.0581,0.0013,0.15,11.81,0.09
2014-05-02,partner-ebay-pl-vip-01,114685,56403,0.4918,153619,61,0.0161,0.0011,0.15,9.38,0.08
2014-05-06,partner-ebay-pl-vip-01,114148,59205,0.5187,168325,93,0.1308,0.0016,0.14,13.18,0.12
2014-05-01,partner-ebay-pl-vip-01,104921,50961,0.4857,140248,90,0.0323,0.0018,0.18,16.04,0.15
2014-05-09,partner-ebay-pl-vip-01,107167,55624,0.519,160637,80,0.0361,0.0014,0.15,11.96,0.11
2014-03-29,partner-ebay-pl-vip-01,111904,52863,0.4724,146569,64,0.1467,0.0012,0.11,6.79,0.06
2014-04-05,partner-ebay-pl-vip-01,125163,56841,0.4541,156196,68,0.0286,0.0012,0.16,10.85,0.09
2014-04-13,partner-ebay-pl-vip-01,147772,66971,0.4532,179828,76,0,0.0011,0.20,15.54,0.11
2014-04-03,partner-ebay-pl-vip-01,121360,59435,0.4897,166200,100,0.0196,0.0017,0.16,16.48,0.14
2014-05-23,partner-ebay-pl-vip-01,92506,47920,0.518,137470,58,0,0.0012,0.15,8.47,0.09
2014-05-15,partner-ebay-pl-vip-01,116495,59406,0.5099,167286,77,0.0375,0.0013,0.13,9.98,0.09
2014-06-06,partner-ebay-pl-vip-01,97084,50661,0.5218,148100,73,0,0.0014,0.19,14.09,0.15
2014-06-05,partner-ebay-pl-vip-01,104064,55078,0.5293,160036,64,0.0448,0.0012,0.18,11.58,0.11
2014-05-10,partner-ebay-pl-vip-01,110824,55414,0.5,158712,75,0,0.0014,0.15,11.62,0.10
2014-05-28,partner-ebay-pl-vip-01,120923,63677,0.5266,182904,105,0.0187,0.0016,0.17,17.76,0.15
2014-06-07,partner-ebay-pl-vip-01,89329,44704,0.5004,127773,69,0.0143,0.0015,0.18,12.17,0.14
2014-04-24,partner-ebay-pl-vip-01,116139,56916,0.4901,158620,58,0.0492,0.001,0.14,7.86,0.07
2014-03-19,partner-ebay-pl-vip-01,137268,71173,0.5185,205755,104,0.0189,0.0015,0.14,14.61,0.11
2014-04-04,partner-ebay-pl-vip-01,115214,55330,0.4802,155432,59,0.0167,0.0011,0.17,10.06,0.09
2014-06-11,partner-ebay-pl-vip-01,103189,54842,0.5315,160855,85,0.0116,0.0015,0.16,13.35,0.13
2014-05-22,partner-ebay-pl-vip-01,101548,52793,0.5199,152199,76,0.013,0.0014,0.19,14.60,0.14
2014-06-01,partner-ebay-pl-vip-01,121603,62654,0.5152,178551,99,0.0198,0.0016,0.20,19.50,0.16
2014-05-14,partner-ebay-pl-vip-01,117665,61216,0.5203,175820,51,0.1207,0.0008,0.20,10.19,0.09
2014-04-14,partner-ebay-pl-vip-01,139489,64234,0.4605,175630,67,0.141,0.001,0.14,9.15,0.07
2014-06-08,partner-ebay-pl-vip-01,117794,60997,0.5178,175662,90,0.0217,0.0015,0.17,15.00,0.13
2014-03-18,partner-ebay-pl-vip-01,136347,73438,0.5386,213175,95,0.0104,0.0013,0.14,13.36,0.10
2014-05-31,partner-ebay-pl-vip-01,96038,50192,0.5226,144874,58,0,0.0012,0.17,10.09,0.11
2014-04-12,partner-ebay-pl-vip-01,118071,51534,0.4365,139971,53,0,0.001,0.13,6.93,0.06
2014-05-24,partner-ebay-pl-vip-01,86447,43563,0.5039,124577,58,0.0645,0.0013,0.16,9.37,0.11
2014-05-16,partner-ebay-pl-vip-01,117965,58364,0.4948,162354,72,0.3514,0.0012,0.17,12.15,0.10
2014-03-28,partner-ebay-pl-vip-01,116497,55751,0.4786,156386,80,0,0.0014,0.18,14.48,0.12
2014-06-04,partner-ebay-pl-vip-01,111628,58906,0.5277,172271,62,0.0159,0.0011,0.25,15.56,0.14
2014-04-02,partner-ebay-pl-vip-01,124597,59706,0.4792,165540,71,0.0274,0.0012,0.12,8.57,0.07
2014-05-21,partner-ebay-pl-vip-01,98101,51699,0.527,147908,61,0.0161,0.0012,0.19,11.67,0.12
2014-05-27,partner-ebay-pl-vip-01,117727,61570,0.523,176439,70,0.0411,0.0011,0.19,13.10,0.11
2014-04-10,partner-ebay-pl-vip-01,122435,56041,0.4577,152469,65,0,0.0012,0.11,7.44,0.06
2014-04-17,partner-ebay-pl-vip-01,116765,52753,0.4518,144858,49,0.02,0.0009,0.13,6.55,0.06
2014-03-21,partner-ebay-pl-vip-01,117295,60052,0.512,172172,63,0,0.001,0.15,9.62,0.08
2014-04-25,partner-ebay-pl-vip-01,111840,54148,0.4842,152162,78,0.025,0.0014,0.18,13.84,0.12
2014-04-20,partner-ebay-pl-vip-01,104833,47713,0.4551,130399,58,0,0.0012,0.15,8.44,0.08
2014-05-13,partner-ebay-pl-vip-01,118762,61796,0.5203,177539,86,0.0115,0.0014,0.15,13.01,0.11
2014-03-20,partner-ebay-pl-vip-01,123248,64297,0.5217,186571,99,0.066,0.0015,0.21,20.81,0.17
2014-06-10,partner-ebay-se,168365,155271,0.9222,809347,403,0.0242,0.0026,0.41,164.52,0.98
2014-06-04,partner-ebay-se,189480,177755,0.9381,949049,508,0.0415,0.0029,0.38,193.80,1.02
2014-06-03,partner-ebay-se,192420,180474,0.9379,961529,583,0.0627,0.0032,0.39,226.27,1.18
2014-05-30,partner-ebay-se,27,21,0.7778,119,0,,0,,0.00,0.00
2014-06-06,partner-ebay-se,176160,164564,0.9342,871073,389,0.0371,0.0024,0.42,162.62,0.92
2014-06-07,partner-ebay-se,169936,158649,0.9336,839027,494,0.0573,0.0031,0.39,193.48,1.14
2014-06-08,partner-ebay-se,198009,183693,0.9277,966499,524,0.035,0.0029,0.38,200.78,1.01
2014-06-05,partner-ebay-se,172069,161038,0.9359,851165,452,0.0383,0.0028,0.41,184.19,1.07
2014-06-11,partner-ebay-se,356775,327937,0.9192,1692937,804,0.0371,0.0025,0.39,313.73,0.88
2014-05-19,partner-ebay-se,35,31,0.8857,157,0,,0,,0.00,0.00
2014-05-29,partner-ebay-se,4,4,1,24,0,,0,,0.00,0.00
2014-06-09,partner-ebay-se,176627,163246,0.9242,853061,431,0.0205,0.0026,0.36,155.90,0.88
2014-06-02,partner-ebay-se,158020,149124,0.9437,802175,394,0.0529,0.0026,0.39,153.68,0.97
2014-05-05,partner-ebay-se-browse,531953,457859,0.8607,1965514,1425,0.0455,0.0031,0.33,465.72,0.88
2014-05-06,partner-ebay-se-browse,566644,492569,0.8693,2115746,1734,0.0329,0.0035,0.33,576.60,1.02
2014-04-19,partner-ebay-se-browse,421944,367752,0.8716,1606111,1200,0.0323,0.0033,0.34,403.21,0.96
2014-05-26,partner-ebay-se-browse,451315,391126,0.8666,1661313,1209,0.0242,0.0031,0.42,512.30,1.14
2014-05-08,partner-ebay-se-browse,549906,480545,0.8739,2074789,1554,0.033,0.0032,0.33,511.28,0.93
2014-06-01,partner-ebay-se-browse,458069,396409,0.8654,1685787,1328,0.0391,0.0034,0.43,564.43,1.23
2014-04-17,partner-ebay-se-browse,509117,437305,0.8589,1899483,1324,0.0392,0.003,0.31,408.00,0.80
2014-05-30,partner-ebay-se-browse,405151,356754,0.8805,1515327,1163,0.0498,0.0033,0.42,486.90,1.20
2014-04-02,partner-ebay-se-browse,567026,489501,0.8633,2125843,1780,0.0404,0.0036,0.30,529.47,0.93
2014-04-20,partner-ebay-se-browse,517110,445188,0.8609,1935886,1343,0.0296,0.003,0.33,442.81,0.86
2014-03-30,partner-ebay-se-browse,699477,598893,0.8562,2588787,1898,0.0529,0.0032,0.29,555.67,0.79
2014-03-24,partner-ebay-se-browse,678712,580574,0.8554,2498596,1886,0.0298,0.0032,0.29,546.49,0.81
2014-05-07,partner-ebay-se-browse,571027,499728,0.8751,2151086,1905,0.034,0.0038,0.35,660.84,1.16
2014-05-31,partner-ebay-se-browse,403287,354094,0.878,1511699,1214,0.0202,0.0034,0.44,538.52,1.34
2014-03-28,partner-ebay-se-browse,553367,473838,0.8563,2078561,1515,0.0288,0.0032,0.31,464.41,0.84
2014-04-18,partner-ebay-se-browse,512671,442828,0.8638,1925873,1608,0.029,0.0036,0.35,569.87,1.11
2014-05-27,partner-ebay-se-browse,458013,399187,0.8716,1695381,1309,0.0268,0.0033,0.41,536.01,1.17
2014-04-21,partner-ebay-se-browse,571453,493899,0.8643,2136518,1718,0.0239,0.0035,0.32,550.07,0.96
2014-05-10,partner-ebay-se-browse,511683,447344,0.8743,1935588,1500,0.0323,0.0034,0.35,524.77,1.03
2014-05-11,partner-ebay-se-browse,668903,577501,0.8634,2469208,2019,0.0395,0.0035,0.32,649.20,0.97
2014-06-02,partner-ebay-se-browse,412082,355631,0.863,1519138,1229,0.0292,0.0035,0.44,538.07,1.31
2014-04-16,partner-ebay-se-browse,508998,433486,0.8516,1877745,1362,0.0334,0.0031,0.29,401.08,0.79
2014-03-26,partner-ebay-se-browse,687192,591206,0.8603,2565637,2006,0.0281,0.0034,0.31,611.85,0.89
2014-05-29,partner-ebay-se-browse,410276,359857,0.8771,1542922,1171,0.0258,0.0033,0.43,508.60,1.24
2014-05-09,partner-ebay-se-browse,503080,439830,0.8743,1904801,1502,0.0253,0.0034,0.36,537.21,1.07
2014-05-28,partner-ebay-se-browse,418286,364435,0.8713,1558091,1268,0.0201,0.0035,0.42,531.79,1.27
2014-03-27,partner-ebay-se-browse,612307,527199,0.861,2301887,1758,0.026,0.0033,0.31,536.64,0.88
2014-03-29,partner-ebay-se-browse,544073,472723,0.8689,2082856,1642,0.0249,0.0035,0.31,511.30,0.94
2014-03-25,partner-ebay-se-browse,675935,577356,0.8542,2492839,1932,0.0354,0.0033,0.30,577.64,0.85
2014-05-02,partner-ebay-se-browse,488698,424554,0.8687,1836712,1557,0.0177,0.0037,0.33,518.10,1.06
2014-04-26,partner-ebay-se-browse,455180,399571,0.8778,1739267,1300,0.0233,0.0033,0.35,453.75,1.00
2014-04-11,partner-ebay-se-browse,523009,448483,0.8575,1931121,1466,0.0493,0.0033,0.30,443.88,0.85
2014-05-01,partner-ebay-se-browse,580949,502639,0.8652,2160380,1848,0.0289,0.0037,0.32,599.00,1.03
2014-05-15,partner-ebay-se-browse,477560,415531,0.8701,1792474,1283,0.0251,0.0031,0.35,446.77,0.94
2014-06-07,partner-ebay-se-browse,378196,333705,0.8824,1427772,1152,0.0311,0.0035,0.40,460.20,1.22
2014-03-19,partner-ebay-se-browse,692876,601378,0.8679,2612005,2280,0.031,0.0038,0.34,764.65,1.10
2014-04-04,partner-ebay-se-browse,532202,460868,0.866,2020947,1422,0.0307,0.0031,0.33,464.56,0.87
2014-05-22,partner-ebay-se-browse,423912,370052,0.8729,1607686,1140,0.0355,0.0031,0.39,446.22,1.05
2014-04-12,partner-ebay-se-browse,563722,487198,0.8643,2095219,1581,0.0253,0.0032,0.30,474.64,0.84
2014-04-25,partner-ebay-se-browse,460046,401608,0.873,1749674,1358,0.0341,0.0034,0.35,475.18,1.03
2014-06-06,partner-ebay-se-browse,371954,329416,0.8856,1420784,1093,0.0293,0.0033,0.42,463.27,1.25
2014-05-21,partner-ebay-se-browse,434731,378966,0.8717,1646986,1023,0.0367,0.0027,0.38,392.51,0.90
2014-05-14,partner-ebay-se-browse,508671,447896,0.8805,1934008,1427,0.0358,0.0032,0.34,486.11,0.96
2014-03-20,partner-ebay-se-browse,663373,580083,0.8744,2540171,2044,0.0331,0.0035,0.31,630.14,0.95
2014-04-03,partner-ebay-se-browse,567872,491995,0.8664,2140810,1711,0.0366,0.0035,0.29,495.16,0.87
2014-05-23,partner-ebay-se-browse,356575,312621,0.8767,1342747,857,0.0283,0.0027,0.38,327.71,0.92
2014-04-13,partner-ebay-se-browse,684606,586054,0.856,2501935,1892,0.0483,0.0032,0.30,567.38,0.83
2014-04-24,partner-ebay-se-browse,527762,460710,0.873,2002269,1541,0.0259,0.0033,0.33,508.94,0.96
2014-06-05,partner-ebay-se-browse,389895,347219,0.8905,1485182,1152,0.0295,0.0033,0.43,493.44,1.27
2014-05-03,partner-ebay-se-browse,521184,456268,0.8754,1974114,1622,0.0408,0.0036,0.31,509.65,0.98
2014-05-13,partner-ebay-se-browse,550080,483583,0.8791,2084946,1591,0.0299,0.0033,0.34,538.63,0.98
2014-03-21,partner-ebay-se-browse,621399,538675,0.8669,2340784,1766,0.0313,0.0033,0.32,559.52,0.90
2014-05-24,partner-ebay-se-browse,407140,357689,0.8785,1535662,1110,0.0456,0.0031,0.40,445.80,1.09
2014-03-17,partner-ebay-se-browse,722549,625073,0.8651,2715564,2323,0.0272,0.0037,0.33,762.55,1.06
2014-06-10,partner-ebay-se-browse,355883,310022,0.8711,1333646,991,0.0322,0.0032,0.42,413.35,1.16
2014-03-16,partner-ebay-se-browse,802997,694552,0.8649,2969813,2534,0.028,0.0036,0.31,790.66,0.98
2014-04-08,partner-ebay-se-browse,658914,564737,0.8571,2458537,1877,0.0423,0.0033,0.31,586.77,0.89
2014-05-18,partner-ebay-se-browse,583460,502638,0.8615,2131902,1488,0.051,0.003,0.35,522.59,0.90
2014-04-28,partner-ebay-se-browse,494600,424105,0.8575,1824727,1410,0.0415,0.0033,0.35,490.54,0.99
2014-04-29,partner-ebay-se-browse,512560,443686,0.8656,1914273,1500,0.0464,0.0034,0.36,535.37,1.04
2014-03-15,partner-ebay-se-browse,724996,625721,0.8631,2701408,2310,0.182,0.0037,0.33,753.89,1.04
2014-04-09,partner-ebay-se-browse,618638,530570,0.8576,2302094,1774,0.0237,0.0033,0.31,543.32,0.88
2014-05-19,partner-ebay-se-browse,539464,466952,0.8656,2009836,1454,0.0447,0.0031,0.37,541.20,1.00
2014-04-07,partner-ebay-se-browse,636522,543446,0.8538,2354317,1945,0.0265,0.0036,0.29,571.54,0.90
2014-06-09,partner-ebay-se-browse,377238,328227,0.8701,1415610,1086,0.0304,0.0033,0.42,457.64,1.21
2014-04-22,partner-ebay-se-browse,526719,459527,0.8724,1996157,1626,0.0469,0.0035,0.32,526.54,1.00
2014-05-17,partner-ebay-se-browse,408303,359745,0.8811,1552491,1048,0.0412,0.0029,0.37,390.90,0.96
2014-04-27,partner-ebay-se-browse,570959,495663,0.8681,2128136,1539,0.0259,0.0031,0.35,534.87,0.94
2014-05-20,partner-ebay-se-browse,485050,422834,0.8717,1834818,1265,0.0351,0.003,0.38,478.73,0.99
2014-04-30,partner-ebay-se-browse,474913,411036,0.8655,1773037,1355,0.0485,0.0033,0.33,446.45,0.94
2014-04-10,partner-ebay-se-browse,563475,486211,0.8629,2106967,1607,0.0207,0.0033,0.30,486.94,0.86
2014-04-06,partner-ebay-se-browse,728303,616146,0.846,2653505,1967,0.0381,0.0032,0.29,576.47,0.79
2014-06-08,partner-ebay-se-browse,425134,368726,0.8673,1584250,1083,0.027,0.0029,0.43,464.52,1.09
2014-03-18,partner-ebay-se-browse,690414,598395,0.8667,2607617,2117,0.0298,0.0035,0.33,698.85,1.01
2014-05-16,partner-ebay-se-browse,406873,357490,0.8786,1540541,1102,0.0533,0.0031,0.36,395.48,0.97
2014-04-05,partner-ebay-se-browse,592009,508583,0.8591,2218720,1832,0.0358,0.0036,0.31,567.23,0.96
2014-05-25,partner-ebay-se-browse,481758,419237,0.8702,1780482,1237,0.0343,0.003,0.39,485.53,1.01
2014-03-23,partner-ebay-se-browse,808464,690007,0.8535,2944788,2228,0.0334,0.0032,0.29,653.27,0.81
2014-06-11,partner-ebay-se-browse,325159,284668,0.8755,1222464,977,0.4198,0.0034,0.41,396.04,1.22
2014-06-03,partner-ebay-se-browse,464570,404212,0.8701,1741365,1514,0.027,0.0037,0.39,595.45,1.28
2014-04-15,partner-ebay-se-browse,551505,470610,0.8533,2033520,1434,0.0459,0.003,0.31,439.24,0.80
2014-04-23,partner-ebay-se-browse,542068,472238,0.8712,2057221,1600,0.0527,0.0034,0.31,499.96,0.92
2014-03-22,partner-ebay-se-browse,660120,574707,0.8706,2476857,2014,0.0522,0.0035,0.30,598.98,0.91
2014-04-14,partner-ebay-se-browse,575079,487361,0.8475,2110341,1460,0.0267,0.003,0.31,452.54,0.79
2014-05-12,partner-ebay-se-browse,569124,500344,0.8791,2144958,1788,0.0335,0.0036,0.35,619.65,1.09
2014-03-31,partner-ebay-se-browse,604878,513342,0.8487,2212747,1634,0.0314,0.0032,0.27,443.42,0.73
2014-04-01,partner-ebay-se-browse,577969,495570,0.8574,2143198,1767,0.0302,0.0036,0.28,495.07,0.86
2014-05-04,partner-ebay-se-browse,614536,527530,0.8584,2248901,1754,0.055,0.0033,0.33,579.70,0.94
2014-06-04,partner-ebay-se-browse,436861,382966,0.8766,1652960,1390,0.0252,0.0036,0.41,568.12,1.30
2014-03-18,partner-ebay-se-null,54532,48682,0.8927,216519,595,0.0434,0.0122,0.19,110.70,2.03
2014-05-09,partner-ebay-se-null,37822,33903,0.8964,149666,420,0.0476,0.0124,0.21,87.62,2.32
2014-05-01,partner-ebay-se-null,45523,41034,0.9014,181753,531,0.0275,0.0129,0.20,104.65,2.30
2014-06-02,partner-ebay-se-null,35501,31434,0.8854,136633,352,0.0512,0.0112,0.20,69.67,1.96
2014-05-07,partner-ebay-se-null,44442,39812,0.8958,175391,565,0.0391,0.0142,0.20,113.29,2.55
2014-04-30,partner-ebay-se-null,34773,31105,0.8945,136665,387,0.0301,0.0124,0.20,77.53,2.23
2014-06-03,partner-ebay-se-null,39343,35112,0.8925,153242,435,0.0397,0.0124,0.20,86.72,2.20
2014-04-10,partner-ebay-se-null,42844,38070,0.8886,168456,490,0.0684,0.0129,0.21,104.41,2.44
2014-05-20,partner-ebay-se-null,30150,26365,0.8745,114295,262,0.0224,0.0099,0.21,55.13,1.83
2014-06-11,partner-ebay-se-null,25893,23009,0.8886,100057,283,0.0208,0.0123,0.23,65.50,2.53
2014-06-08,partner-ebay-se-null,33815,30082,0.8896,131576,336,0.0372,0.0112,0.22,73.19,2.16
2014-05-25,partner-ebay-se-null,35515,31833,0.8963,139012,355,0.0327,0.0112,0.26,91.31,2.57
2014-05-12,partner-ebay-se-null,44889,40143,0.8943,176584,536,0.036,0.0134,0.21,114.47,2.55
2014-04-11,partner-ebay-se-null,37622,33364,0.8868,146872,423,0.0642,0.0127,0.19,81.85,2.18
2014-05-31,partner-ebay-se-null,32970,29630,0.8987,129972,319,0.0363,0.0108,0.23,72.00,2.18
2014-04-20,partner-ebay-se-null,37037,33022,0.8916,146601,330,0.0294,0.01,0.24,79.32,2.14
2014-05-16,partner-ebay-se-null,24434,21416,0.8765,93348,251,0.0346,0.0117,0.23,57.21,2.34
2014-04-06,partner-ebay-se-null,55146,49296,0.8939,218334,591,0.0437,0.012,0.21,125.16,2.27
2014-04-05,partner-ebay-se-null,43973,39339,0.8946,175086,437,0.0459,0.0111,0.19,85.10,1.94
2014-05-24,partner-ebay-se-null,29770,26581,0.8929,116354,285,0.0306,0.0107,0.22,62.07,2.09
2014-04-26,partner-ebay-se-null,34546,31157,0.9019,137898,364,0.0761,0.0117,0.19,68.38,1.98
2014-03-28,partner-ebay-se-null,41162,36778,0.8935,163546,425,0.0513,0.0116,0.15,65.65,1.60
2014-05-21,partner-ebay-se-null,32579,28893,0.8869,126568,278,0.0211,0.0096,0.24,65.49,2.01
2014-03-31,partner-ebay-se-null,49336,43841,0.8886,194293,490,0.0316,0.0112,0.20,95.88,1.94
2014-03-15,partner-ebay-se-null,55173,49549,0.8981,220445,575,0.0336,0.0116,0.17,98.59,1.79
2014-05-30,partner-ebay-se-null,32657,29254,0.8958,128713,348,0.0225,0.0119,0.22,76.44,2.34
2014-06-10,partner-ebay-se-null,29160,26086,0.8946,113599,295,0.0391,0.0113,0.23,67.18,2.30
2014-03-23,partner-ebay-se-null,63457,55899,0.8809,248952,650,0.0299,0.0116,0.20,127.66,2.01
2014-05-26,partner-ebay-se-null,36153,32369,0.8953,141228,392,0.0577,0.0121,0.21,83.70,2.32
2014-03-16,partner-ebay-se-null,61964,55922,0.9025,248576,596,0.0356,0.0107,0.18,108.84,1.76
2014-04-08,partner-ebay-se-null,50144,44754,0.8925,198420,527,0.0295,0.0118,0.17,92.20,1.84
2014-04-19,partner-ebay-se-null,29874,26295,0.8802,116036,305,0.0379,0.0116,0.22,67.02,2.24
2014-05-18,partner-ebay-se-null,34134,29894,0.8758,129911,315,0.0217,0.0105,0.23,72.10,2.11
2014-05-11,partner-ebay-se-null,51734,46655,0.9018,207516,624,0.0127,0.0134,0.23,144.47,2.79
2014-04-28,partner-ebay-se-null,40531,36304,0.8957,159291,445,0.0389,0.0123,0.21,91.85,2.27
2014-04-22,partner-ebay-se-null,43055,38502,0.8943,170119,483,0.034,0.0125,0.21,101.66,2.36
2014-04-29,partner-ebay-se-null,41013,36830,0.898,162263,430,0.0337,0.0117,0.18,78.68,1.92
2014-03-27,partner-ebay-se-null,49051,43878,0.8945,195045,574,0.0497,0.0131,0.20,114.67,2.34
2014-04-27,partner-ebay-se-null,42812,38423,0.8975,169019,466,0.0292,0.0121,0.24,109.81,2.56
2014-04-09,partner-ebay-se-null,46778,41772,0.893,185183,460,0.0593,0.011,0.19,86.98,1.86
2014-05-08,partner-ebay-se-null,42797,38577,0.9014,170596,526,0.0488,0.0136,0.20,106.33,2.48
2014-05-19,partner-ebay-se-null,33559,29292,0.8729,126698,298,0.0418,0.0102,0.21,61.10,1.82
2014-05-29,partner-ebay-se-null,33160,29697,0.8956,130279,318,0.0275,0.0107,0.24,75.30,2.27
2014-04-07,partner-ebay-se-null,49906,44328,0.8882,196429,569,0.0997,0.0128,0.19,108.32,2.17
2014-05-05,partner-ebay-se-null,43354,38958,0.8986,171405,476,0.0186,0.0122,0.21,100.34,2.31
2014-06-09,partner-ebay-se-null,31974,28370,0.8873,123315,366,0.0567,0.0129,0.23,84.03,2.63
2014-04-18,partner-ebay-se-null,36979,32915,0.8901,146017,414,0.0483,0.0126,0.20,84.48,2.28
2014-03-26,partner-ebay-se-null,53293,47752,0.896,211974,685,0.0352,0.0143,0.17,115.74,2.17
2014-04-15,partner-ebay-se-null,41793,37006,0.8855,163381,396,0.0388,0.0107,0.20,77.69,1.86
2014-03-17,partner-ebay-se-null,57772,51706,0.895,229094,660,0.0462,0.0128,0.17,114.61,1.98
2014-05-17,partner-ebay-se-null,23998,20960,0.8734,91175,196,0.0297,0.0094,0.23,45.17,1.88
2014-04-16,partner-ebay-se-null,37765,33468,0.8862,147378,352,0.0512,0.0105,0.23,81.70,2.16
2014-03-29,partner-ebay-se-null,40994,36898,0.9001,165057,426,0.0448,0.0115,0.21,90.24,2.20
2014-04-23,partner-ebay-se-null,43780,39087,0.8928,172698,482,0.0341,0.0123,0.21,101.44,2.32
2014-04-01,partner-ebay-se-null,48167,42755,0.8876,189215,513,0.0375,0.012,0.18,93.05,1.93
2014-06-01,partner-ebay-se-null,37017,33085,0.8938,144494,365,0.0318,0.011,0.25,90.57,2.45
2014-04-17,partner-ebay-se-null,36989,32707,0.8842,144473,350,0.0437,0.0107,0.24,83.82,2.27
2014-05-02,partner-ebay-se-null,38411,34356,0.8944,151882,497,0.0551,0.0145,0.20,99.85,2.60
2014-05-14,partner-ebay-se-null,36997,32769,0.8857,143605,428,0.0251,0.0131,0.24,101.72,2.75
2014-03-20,partner-ebay-se-null,60049,53592,0.8925,236225,584,0.0379,0.0109,0.17,100.79,1.68
2014-05-06,partner-ebay-se-null,44610,39946,0.8954,176315,514,0.0569,0.0129,0.22,112.73,2.53
2014-04-03,partner-ebay-se-null,43888,39158,0.8922,173791,408,0.0445,0.0104,0.18,75.31,1.72
2014-03-24,partner-ebay-se-null,55392,48906,0.8829,216399,560,0.0278,0.0115,0.19,104.67,1.89
2014-05-23,partner-ebay-se-null,26157,23178,0.8861,101419,223,0.0219,0.0096,0.22,49.14,1.88
2014-06-05,partner-ebay-se-null,30960,27721,0.8954,121796,359,0.0245,0.013,0.25,89.33,2.89
2014-05-15,partner-ebay-se-null,29489,25897,0.8782,112841,307,0.0192,0.0119,0.20,61.36,2.08
2014-04-13,partner-ebay-se-null,50570,45237,0.8945,201004,503,0.0821,0.0111,0.22,108.31,2.14
2014-04-24,partner-ebay-se-null,41542,37413,0.9006,166222,500,0.0329,0.0134,0.19,93.25,2.24
2014-03-30,partner-ebay-se-null,51760,46124,0.8911,204429,525,0.0385,0.0114,0.16,84.95,1.64
2014-04-14,partner-ebay-se-null,43440,38424,0.8845,169497,455,0.058,0.0118,0.22,98.78,2.27
2014-05-10,partner-ebay-se-null,39370,35312,0.8969,156794,390,0.0511,0.011,0.22,86.52,2.20
2014-05-03,partner-ebay-se-null,41574,37695,0.9067,167316,530,0.0239,0.0141,0.24,127.33,3.06
2014-04-02,partner-ebay-se-null,45555,40586,0.8909,179311,516,0.0209,0.0127,0.19,100.50,2.21
2014-05-13,partner-ebay-se-null,41429,36953,0.892,162572,443,0.0453,0.012,0.19,84.04,2.03
2014-04-21,partner-ebay-se-null,43667,38946,0.8919,172591,474,0.0307,0.0122,0.20,95.30,2.18
2014-05-27,partner-ebay-se-null,37467,33478,0.8935,146564,345,0.0282,0.0103,0.26,88.76,2.37
2014-06-04,partner-ebay-se-null,35308,31653,0.8965,138542,400,0.0521,0.0126,0.21,84.67,2.40
2014-03-21,partner-ebay-se-null,50725,44240,0.8722,196689,532,0.0397,0.012,0.19,102.82,2.03
2014-06-07,partner-ebay-se-null,29173,26311,0.9019,115130,344,0.0255,0.0131,0.20,67.52,2.31
2014-03-25,partner-ebay-se-null,53905,48188,0.8939,213324,540,0.0459,0.0112,0.15,79.79,1.48
2014-03-22,partner-ebay-se-null,51693,45616,0.8824,203721,533,0.0344,0.0117,0.18,98.40,1.90
2014-05-28,partner-ebay-se-null,33747,30317,0.8984,132533,299,0.0324,0.0099,0.23,69.57,2.06
2014-05-22,partner-ebay-se-null,31581,28052,0.8883,123099,265,0.0569,0.0094,0.25,65.21,2.06
2014-04-04,partner-ebay-se-null,38576,34194,0.8864,151237,384,0.0725,0.0112,0.20,76.20,1.98
2014-05-04,partner-ebay-se-null,48844,44060,0.9021,194872,564,0.0225,0.0128,0.21,120.34,2.46
