DATE,AD_CLIENT_ID,AD_REQUESTS,MATCHED_AD_REQUESTS,AD_REQUESTS_COVERAGE,INDIVIDUAL_AD_IMPRESSIONS,CLICKS,CLICKS_SPAM_RATIO,MATCHED_AD_REQUESTS_CTR,COST_PER_CLICK (USD),EARNINGS (USD),AD_REQUESTS_RPM (USD)
2014-04-25,partner-ebay-se-null,35575,31856,0.8955,140747,376,0.0309,0.0118,0.20,76.93,2.16
2014-04-12,partner-ebay-se-null,40332,36082,0.8946,161110,447,0.0629,0.0124,0.19,86.93,2.16
2014-06-06,partner-ebay-se-null,29042,26123,0.8995,114406,315,0.0248,0.0121,0.19,60.06,2.07
2014-03-19,partner-ebay-se-null,55179,49727,0.9012,221916,533,0.0327,0.0107,0.18,97.12,1.76
2014-03-27,partner-ebay-se-search,706077,580249,0.8218,2370127,3701,0.0201,0.0064,0.28,1041.98,1.48
2014-04-16,partner-ebay-se-search,541674,442502,0.8169,1796343,2702,0.0291,0.0061,0.31,847.59,1.56
2014-04-09,partner-ebay-se-search,673936,557125,0.8267,2281271,3533,0.0232,0.0063,0.30,1073.33,1.59
2014-05-10,partner-ebay-se-search,566770,468689,0.8269,1906242,3149,0.029,0.0067,0.28,878.89,1.55
2014-04-07,partner-ebay-se-search,705637,578963,0.8205,2370927,3926,0.0332,0.0068,0.29,1128.99,1.60
2014-03-31,partner-ebay-se-search,693574,569783,0.8215,2319181,3550,0.0311,0.0062,0.29,1013.77,1.46
2014-03-15,partner-ebay-se-search,778968,642137,0.8243,2622209,4582,0.0199,0.0071,0.29,1329.59,1.71
2014-05-27,partner-ebay-se-search,498628,413130,0.8285,1664131,2711,0.0269,0.0066,0.29,794.59,1.59
2014-05-19,partner-ebay-se-search,623380,523700,0.8401,2160057,3356,0.0317,0.0064,0.28,924.08,1.48
2014-03-28,partner-ebay-se-search,607263,497104,0.8186,2032709,2953,0.0305,0.0059,0.29,848.76,1.40
2014-04-02,partner-ebay-se-search,644549,533930,0.8284,2179746,3334,0.0269,0.0062,0.29,959.56,1.49
2014-05-18,partner-ebay-se-search,648688,544728,0.8397,2247373,3324,0.0385,0.0061,0.29,972.13,1.50
2014-06-10,partner-ebay-se-search,379362,315300,0.8311,1282712,2200,0.0244,0.007,0.30,660.14,1.74
2014-05-11,partner-ebay-se-search,745165,617889,0.8292,2530744,4247,0.0261,0.0069,0.27,1154.02,1.55
2014-05-13,partner-ebay-se-search,616554,516435,0.8376,2123895,3441,0.0356,0.0067,0.27,917.25,1.49
2014-04-08,partner-ebay-se-search,716660,592096,0.8262,2419569,3912,0.0273,0.0066,0.30,1189.63,1.66
2014-05-12,partner-ebay-se-search,652076,543655,0.8337,2231755,3628,0.0361,0.0067,0.26,953.91,1.46
2014-05-28,partner-ebay-se-search,440447,365475,0.8298,1473893,2510,0.0294,0.0069,0.30,740.78,1.68
2014-04-11,partner-ebay-se-search,553056,452116,0.8175,1829616,2758,0.0424,0.0061,0.31,849.29,1.54
2014-05-15,partner-ebay-se-search,566411,475088,0.8388,1966541,2993,0.0419,0.0063,0.31,913.24,1.61
2014-05-09,partner-ebay-se-search,554075,459149,0.8287,1870073,2718,0.0413,0.0059,0.29,789.67,1.43
2014-05-24,partner-ebay-se-search,420644,349256,0.8303,1411151,2288,0.026,0.0066,0.31,706.73,1.68
2014-05-17,partner-ebay-se-search,445422,374974,0.8418,1550205,2361,0.034,0.0063,0.30,708.82,1.59
2014-05-25,partner-ebay-se-search,499044,413255,0.8281,1671309,2604,0.0233,0.0063,0.28,740.42,1.48
2014-05-20,partner-ebay-se-search,556868,469891,0.8438,1951844,3085,0.0256,0.0066,0.28,876.96,1.57
2014-04-12,partner-ebay-se-search,590502,486606,0.8241,1969495,3209,0.0288,0.0066,0.32,1017.31,1.72
2014-04-10,partner-ebay-se-search,614420,505176,0.8222,2061822,3041,0.0281,0.006,0.31,929.13,1.51
2014-05-16,partner-ebay-se-search,472309,396669,0.8399,1636213,2482,0.0487,0.0063,0.30,733.64,1.55
2014-05-26,partner-ebay-se-search,492548,407898,0.8281,1644076,2580,0.0409,0.0063,0.30,764.12,1.55
2014-05-14,partner-ebay-se-search,583604,487861,0.8359,2007972,3234,0.0303,0.0066,0.29,930.75,1.59
2014-05-22,partner-ebay-se-search,452694,378808,0.8368,1555890,2234,0.0232,0.0059,0.31,685.38,1.51
2014-04-01,partner-ebay-se-search,663846,548628,0.8264,2240583,3639,0.0409,0.0066,0.29,1057.55,1.59
2014-04-03,partner-ebay-se-search,638576,529370,0.829,2166224,3459,0.0432,0.0065,0.29,990.71,1.55
2014-04-06,partner-ebay-se-search,805456,663596,0.8239,2697870,4103,0.0369,0.0062,0.29,1190.47,1.48
2014-04-05,partner-ebay-se-search,629864,518580,0.8233,2115869,3467,0.0291,0.0067,0.29,998.14,1.58
2014-06-11,partner-ebay-se-search,342395,284991,0.8323,1159234,1950,0.0318,0.0068,0.32,618.50,1.81
2014-04-14,partner-ebay-se-search,620174,504304,0.8132,2048040,3109,0.0278,0.0062,0.31,978.24,1.58
2014-04-15,partner-ebay-se-search,592652,485418,0.8191,1973157,2906,0.0297,0.006,0.31,890.66,1.50
2014-04-17,partner-ebay-se-search,524810,432244,0.8236,1753602,2531,0.0258,0.0059,0.33,838.01,1.60
2014-05-23,partner-ebay-se-search,374397,310983,0.8306,1269712,1756,0.0206,0.0056,0.31,544.02,1.45
2014-04-18,partner-ebay-se-search,510036,421708,0.8268,1718050,2633,0.0298,0.0062,0.33,873.22,1.71
2014-03-30,partner-ebay-se-search,761202,628205,0.8253,2564375,3970,0.0422,0.0063,0.28,1100.00,1.45
2014-04-04,partner-ebay-se-search,576683,477569,0.8281,1956312,2877,0.0365,0.006,0.29,832.95,1.44
2014-03-29,partner-ebay-se-search,608847,504494,0.8286,2062086,3266,0.0434,0.0065,0.30,970.20,1.59
2014-05-29,partner-ebay-se-search,432045,360115,0.8335,1464199,2495,0.0307,0.0069,0.32,798.00,1.85
2014-05-08,partner-ebay-se-search,604252,502935,0.8323,2060915,3365,0.0244,0.0067,0.29,963.62,1.59
2014-05-21,partner-ebay-se-search,485368,405642,0.8357,1668254,2401,0.0244,0.0059,0.30,721.88,1.49
2014-04-13,partner-ebay-se-search,714608,591682,0.828,2397628,3658,0.0343,0.0062,0.30,1082.88,1.52
2014-06-06,partner-ebay-se-search,382678,318955,0.8335,1300894,2186,0.031,0.0069,0.29,635.51,1.66
2014-03-17,partner-ebay-se-search,802974,664085,0.827,2728659,4685,0.026,0.0071,0.30,1401.19,1.75
2014-03-21,partner-ebay-se-search,673059,552071,0.8202,2245198,3342,0.0222,0.0061,0.30,999.19,1.48
2014-05-03,partner-ebay-se-search,559316,464541,0.8306,1905352,3347,0.0313,0.0072,0.30,1007.37,1.80
2014-04-24,partner-ebay-se-search,572017,478032,0.8357,1964643,3155,0.0375,0.0066,0.33,1055.71,1.85
2014-06-05,partner-ebay-se-search,413256,342785,0.8295,1392451,2359,0.0236,0.0069,0.29,683.73,1.65
2014-03-20,partner-ebay-se-search,727352,600486,0.8256,2454469,3615,0.0248,0.006,0.30,1069.03,1.47
2014-04-20,partner-ebay-se-search,525825,432075,0.8217,1765389,2807,0.0347,0.0065,0.33,913.80,1.74
2014-05-02,partner-ebay-se-search,523482,435396,0.8317,1782555,2862,0.0325,0.0066,0.30,858.96,1.64
2014-06-09,partner-ebay-se-search,406582,337302,0.8296,1370889,2500,0.0344,0.0074,0.29,726.27,1.79
2014-05-31,partner-ebay-se-search,421784,351963,0.8345,1432046,2488,0.0308,0.0071,0.30,745.42,1.77
2014-05-07,partner-ebay-se-search,631950,524693,0.8303,2147443,3702,0.0301,0.0071,0.28,1033.18,1.63
2014-04-25,partner-ebay-se-search,498743,415119,0.8323,1697475,2620,0.0487,0.0063,0.34,883.73,1.77
2014-03-26,partner-ebay-se-search,762621,622551,0.8163,2537372,4068,0.0266,0.0065,0.28,1137.39,1.49
2014-03-19,partner-ebay-se-search,756883,625086,0.8259,2557656,4008,0.0317,0.0064,0.30,1219.15,1.61
2014-06-07,partner-ebay-se-search,377024,313271,0.8309,1271679,2239,0.0349,0.0071,0.31,693.30,1.84
2014-04-27,partner-ebay-se-search,597411,496937,0.8318,2023808,3270,0.0259,0.0066,0.31,1009.62,1.69
2014-04-28,partner-ebay-se-search,545543,452936,0.8302,1856253,2996,0.0276,0.0066,0.31,941.05,1.72
2014-06-02,partner-ebay-se-search,450795,372779,0.8269,1516189,2459,0.0211,0.0066,0.30,730.25,1.62
2014-03-24,partner-ebay-se-search,755775,619800,0.8201,2524501,3988,0.0254,0.0064,0.29,1172.49,1.55
2014-04-29,partner-ebay-se-search,552141,458460,0.8303,1877548,3149,0.0311,0.0069,0.31,987.43,1.79
2014-05-05,partner-ebay-se-search,605011,500045,0.8265,2037614,3230,0.0303,0.0065,0.27,870.70,1.44
2014-04-21,partner-ebay-se-search,601680,496393,0.825,2029291,3472,0.028,0.007,0.31,1071.53,1.78
2014-03-23,partner-ebay-se-search,892300,734543,0.8232,2990471,4789,0.0264,0.0065,0.28,1330.50,1.49
2014-04-22,partner-ebay-se-search,589737,491082,0.8327,2017600,3320,0.0295,0.0068,0.31,1013.72,1.72
2014-06-03,partner-ebay-se-search,497488,412609,0.8294,1676911,2953,0.027,0.0072,0.29,845.27,1.70
2014-04-19,partner-ebay-se-search,417527,345264,0.8269,1405946,2179,0.0409,0.0063,0.34,750.34,1.80
2014-05-04,partner-ebay-se-search,675240,562596,0.8332,2301968,3694,0.0337,0.0066,0.29,1056.22,1.56
2014-03-22,partner-ebay-se-search,722507,595834,0.8247,2427772,3833,0.0362,0.0064,0.28,1069.68,1.48
2014-06-01,partner-ebay-se-search,481075,401634,0.8349,1630181,2618,0.0329,0.0065,0.30,796.03,1.65
2014-05-06,partner-ebay-se-search,631079,524212,0.8307,2137766,3359,0.032,0.0064,0.27,918.92,1.46
2014-04-23,partner-ebay-se-search,605372,502704,0.8304,2060718,3572,0.0315,0.0071,0.32,1138.99,1.88
2014-03-25,partner-ebay-se-search,758399,623441,0.822,2545248,3898,0.027,0.0063,0.29,1127.52,1.49
2014-06-04,partner-ebay-se-search,463063,385564,0.8326,1559011,2721,0.0358,0.0071,0.29,775.73,1.68
2014-04-30,partner-ebay-se-search,480707,401765,0.8358,1641985,2684,0.0331,0.0067,0.32,860.95,1.79
2014-03-16,partner-ebay-se-search,872709,722122,0.8274,2940703,4874,0.0273,0.0067,0.28,1360.94,1.56
2014-05-30,partner-ebay-se-search,419306,351173,0.8375,1431156,2326,0.032,0.0066,0.29,678.24,1.62
2014-05-01,partner-ebay-se-search,612673,508810,0.8305,2084676,3633,0.0265,0.0071,0.31,1110.20,1.81
2014-04-26,partner-ebay-se-search,480113,401311,0.8359,1641628,2627,0.0349,0.0065,0.32,841.97,1.75
2014-03-18,partner-ebay-se-search,777698,644520,0.8288,2653981,4241,0.032,0.0066,0.29,1240.17,1.59
2014-06-08,partner-ebay-se-search,430642,356448,0.8277,1441335,2461,0.0226,0.0069,0.30,746.47,1.73
2014-03-31,partner-ebay-se-vip,1079623,928284,0.8598,3800659,1414,0.0315,0.0015,0.32,448.26,0.42
2014-05-28,partner-ebay-se-vip,681480,589868,0.8656,2387377,837,0.0324,0.0014,0.35,294.37,0.43
2014-04-22,partner-ebay-se-vip,904762,777551,0.8594,3189114,1207,0.0367,0.0016,0.32,390.48,0.43
2014-05-13,partner-ebay-se-vip,963232,825467,0.857,3360301,1195,0.0269,0.0014,0.29,341.75,0.35
2014-03-21,partner-ebay-se-vip,1031706,905557,0.8777,3786773,1364,0.0347,0.0015,0.35,479.05,0.46
2014-05-03,partner-ebay-se-vip,873736,755433,0.8646,3089906,1214,0.0342,0.0016,0.33,404.03,0.46
2014-03-17,partner-ebay-se-vip,1273550,1123165,0.8819,4683882,1835,0.0413,0.0016,0.29,528.15,0.41
2014-03-16,partner-ebay-se-vip,1633705,1439375,0.881,5983499,2073,0.0398,0.0014,0.28,583.42,0.36
2014-06-09,partner-ebay-se-vip,616753,522736,0.8476,2083699,824,0.0329,0.0016,0.27,223.05,0.36
2014-03-25,partner-ebay-se-vip,1210883,1060415,0.8757,4418024,1788,0.0423,0.0017,0.29,526.45,0.43
2014-06-08,partner-ebay-se-vip,798084,674701,0.8454,2674037,813,0.0536,0.0012,0.32,258.37,0.32
2014-03-15,partner-ebay-se-vip,1249733,1108226,0.8868,4643586,1778,0.0284,0.0016,0.30,537.80,0.43
2014-05-08,partner-ebay-se-vip,969482,829698,0.8558,3386678,1329,0.0356,0.0016,0.32,420.01,0.43
2014-04-02,partner-ebay-se-vip,1028835,891794,0.8668,3681021,1247,0.043,0.0014,0.32,399.27,0.39
2014-03-23,partner-ebay-se-vip,1687335,1454652,0.8621,5953088,2032,0.0315,0.0014,0.31,619.89,0.37
2014-04-08,partner-ebay-se-vip,1146949,988410,0.8618,4050924,1468,0.0411,0.0015,0.29,432.52,0.38
2014-04-28,partner-ebay-se-vip,866875,735021,0.8479,2969832,1095,0.0275,0.0015,0.36,392.50,0.45
2014-04-24,partner-ebay-se-vip,905612,783887,0.8656,3231192,1132,0.0283,0.0014,0.35,393.46,0.43
2014-05-27,partner-ebay-se-vip,764006,660755,0.8649,2659104,1025,0.0238,0.0016,0.32,331.28,0.43
2014-05-17,partner-ebay-se-vip,711661,609218,0.8561,2484325,746,0.0411,0.0012,0.38,279.78,0.39
2014-04-13,partner-ebay-se-vip,1392581,1185722,0.8515,4780128,1615,0.0277,0.0014,0.30,481.03,0.35
2014-04-05,partner-ebay-se-vip,1028144,892257,0.8678,3672740,1260,0.036,0.0014,0.32,400.84,0.39
2014-05-09,partner-ebay-se-vip,856215,735015,0.8584,3014353,1121,0.0345,0.0015,0.34,379.87,0.44
2014-05-16,partner-ebay-se-vip,698716,601432,0.8608,2465235,791,0.033,0.0013,0.34,265.43,0.38
2014-05-25,partner-ebay-se-vip,956346,816607,0.8539,3236498,954,0.0205,0.0012,0.31,295.69,0.31
2014-05-19,partner-ebay-se-vip,944601,805490,0.8527,3260464,1222,0.0317,0.0015,0.31,376.59,0.40
2014-04-09,partner-ebay-se-vip,1089315,939140,0.8621,3849153,1348,0.0267,0.0014,0.32,432.23,0.40
2014-05-12,partner-ebay-se-vip,1032718,874394,0.8467,3533234,1344,0.0372,0.0015,0.29,385.60,0.37
2014-05-04,partner-ebay-se-vip,1235331,1043687,0.8449,4195708,1382,0.0268,0.0013,0.30,419.86,0.34
2014-05-30,partner-ebay-se-vip,624788,539147,0.8629,2166956,735,0.0455,0.0014,0.33,244.39,0.39
2014-06-03,partner-ebay-se-vip,749534,647971,0.8645,2606801,1029,0.032,0.0016,0.31,314.98,0.42
2014-03-29,partner-ebay-se-vip,976838,859574,0.88,3609779,1305,0.0362,0.0015,0.35,457.25,0.47
2014-03-22,partner-ebay-se-vip,1164723,1017251,0.8734,4217264,1509,0.0339,0.0015,0.30,449.61,0.39
2014-06-01,partner-ebay-se-vip,889192,752324,0.8461,2957075,991,0.048,0.0013,0.33,322.33,0.36
2014-03-27,partner-ebay-se-vip,1113603,974575,0.8752,4056431,1465,0.0298,0.0015,0.30,446.47,0.40
2014-05-24,partner-ebay-se-vip,664534,574297,0.8642,2305015,701,0.041,0.0012,0.32,226.67,0.34
2014-05-06,partner-ebay-se-vip,983168,842122,0.8565,3430613,1264,0.0284,0.0015,0.31,394.94,0.40
2014-04-23,partner-ebay-se-vip,937372,806498,0.8604,3313974,1283,0.0346,0.0016,0.34,439.79,0.47
2014-04-01,partner-ebay-se-vip,1031551,901283,0.8737,3741980,1304,0.0348,0.0014,0.30,388.28,0.38
2014-04-15,partner-ebay-se-vip,951698,812836,0.8541,3307089,1112,0.0364,0.0014,0.34,378.32,0.40
2014-05-10,partner-ebay-se-vip,890862,764551,0.8582,3123210,1142,0.0297,0.0015,0.31,357.85,0.40
2014-04-14,partner-ebay-se-vip,1005863,856779,0.8518,3480724,1228,0.0391,0.0014,0.33,403.71,0.40
2014-04-17,partner-ebay-se-vip,830839,711353,0.8562,2908923,952,0.0315,0.0013,0.39,371.25,0.45
2014-03-18,partner-ebay-se-vip,1218549,1079581,0.886,4540617,1785,0.0341,0.0017,0.30,538.87,0.44
2014-06-04,partner-ebay-se-vip,689778,598261,0.8673,2414535,880,0.033,0.0015,0.30,267.15,0.39
2014-04-10,partner-ebay-se-vip,982131,846637,0.862,3475859,1255,0.0704,0.0015,0.34,425.43,0.43
2014-06-10,partner-ebay-se-vip,573609,491479,0.8568,1984021,727,0.0345,0.0015,0.30,217.49,0.38
2014-04-04,partner-ebay-se-vip,911222,796673,0.8743,3311187,1112,0.0447,0.0014,0.31,349.74,0.38
2014-06-06,partner-ebay-se-vip,586024,507493,0.866,2060976,671,0.0219,0.0013,0.34,231.45,0.39
2014-04-29,partner-ebay-se-vip,862878,741199,0.859,3033037,1129,0.0424,0.0015,0.34,387.41,0.45
2014-05-20,partner-ebay-se-vip,839909,726036,0.8644,2971360,1053,0.0436,0.0015,0.34,352.78,0.42
2014-06-05,partner-ebay-se-vip,615922,532945,0.8653,2160005,788,0.039,0.0015,0.33,258.84,0.42
2014-04-25,partner-ebay-se-vip,778687,672576,0.8637,2762640,895,0.0229,0.0013,0.35,312.03,0.40
2014-03-24,partner-ebay-se-vip,1214805,1055652,0.869,4366963,1679,0.0362,0.0016,0.30,496.62,0.41
2014-04-11,partner-ebay-se-vip,869127,746627,0.8591,3051799,1097,0.0469,0.0015,0.35,386.20,0.44
2014-03-26,partner-ebay-se-vip,1232866,1077756,0.8742,4486974,1721,0.0418,0.0016,0.32,558.04,0.45
2014-04-18,partner-ebay-se-vip,810485,700021,0.8637,2878149,1065,0.0431,0.0015,0.36,385.86,0.48
2014-04-07,partner-ebay-se-vip,1140731,981804,0.8607,4011093,1470,0.0386,0.0015,0.31,458.11,0.40
2014-05-22,partner-ebay-se-vip,707212,609824,0.8623,2498909,753,0.0576,0.0012,0.33,246.76,0.35
2014-04-19,partner-ebay-se-vip,691564,595075,0.8605,2442126,765,0.0353,0.0013,0.36,277.07,0.40
2014-04-12,partner-ebay-se-vip,975883,839720,0.8605,3423032,1231,0.0413,0.0015,0.33,406.33,0.42
2014-03-30,partner-ebay-se-vip,1496507,1291995,0.8633,5311808,1694,0.0451,0.0013,0.33,550.77,0.37
2014-06-11,partner-ebay-se-vip,516142,444579,0.8614,1798285,680,0.0327,0.0015,0.31,213.06,0.41
2014-03-19,partner-ebay-se-vip,1204913,1057849,0.8779,4426408,1591,0.0387,0.0015,0.31,489.95,0.41
2014-05-01,partner-ebay-se-vip,959317,826774,0.8618,3374125,1299,0.0406,0.0016,0.36,473.53,0.49
2014-06-07,partner-ebay-se-vip,598622,511905,0.8551,2050890,747,0.0248,0.0015,0.33,243.48,0.41
2014-05-29,partner-ebay-se-vip,672455,584310,0.8689,2367633,848,0.0515,0.0015,0.37,316.85,0.47
2014-05-15,partner-ebay-se-vip,848033,724333,0.8541,2957838,1017,0.0342,0.0014,0.32,320.98,0.38
2014-06-02,partner-ebay-se-vip,690087,591580,0.8573,2364488,827,0.0483,0.0014,0.32,263.66,0.38
2014-04-16,partner-ebay-se-vip,867697,739318,0.852,3013331,1090,0.0447,0.0015,0.35,386.23,0.45
2014-04-06,partner-ebay-se-vip,1533261,1315797,0.8582,5339532,1712,0.0377,0.0013,0.33,564.95,0.37
2014-05-18,partner-ebay-se-vip,1194506,1007671,0.8436,4031531,1238,0.0244,0.0012,0.34,419.34,0.35
2014-04-27,partner-ebay-se-vip,1146102,980302,0.8553,3974668,1181,0.0476,0.0012,0.30,355.77,0.31
2014-05-21,partner-ebay-se-vip,753508,651071,0.8641,2666302,852,0.0362,0.0013,0.36,305.74,0.41
2014-04-21,partner-ebay-se-vip,997638,849355,0.8514,3443997,1259,0.0278,0.0015,0.34,430.61,0.43
2014-05-11,partner-ebay-se-vip,1351609,1149180,0.8502,4644556,1572,0.0362,0.0014,0.30,468.69,0.35
2014-05-23,partner-ebay-se-vip,581417,498502,0.8574,2021304,586,0.0282,0.0012,0.41,241.99,0.42
2014-03-20,partner-ebay-se-vip,1144093,1009257,0.8821,4235915,1552,0.0484,0.0015,0.36,552.61,0.48
2014-04-20,partner-ebay-se-vip,975091,825741,0.8468,3333967,1053,0.0384,0.0013,0.38,405.12,0.42
2014-04-03,partner-ebay-se-vip,1018770,885710,0.8694,3668057,1309,0.0361,0.0015,0.32,413.63,0.41
2014-04-30,partner-ebay-se-vip,766589,659139,0.8598,2706277,910,0.0319,0.0014,0.36,323.59,0.42
2014-05-05,partner-ebay-se-vip,948259,805210,0.8491,3256678,1227,0.0331,0.0015,0.32,397.51,0.42
2014-05-14,partner-ebay-se-vip,904748,772868,0.8542,3151321,1131,0.0448,0.0015,0.32,361.14,0.40
2014-03-28,partner-ebay-se-vip,963011,839584,0.8718,3489872,1309,0.0304,0.0016,0.36,467.73,0.49
2014-04-26,partner-ebay-se-vip,776166,669463,0.8625,2745117,1004,0.0328,0.0015,0.35,348.74,0.45
2014-05-07,partner-ebay-se-vip,979925,839785,0.857,3432306,1306,0.0355,0.0016,0.31,401.33,0.41
2014-05-31,partner-ebay-se-vip,657952,562813,0.8554,2239262,752,0.0371,0.0013,0.33,249.72,0.38
2014-05-26,partner-ebay-se-vip,755057,649041,0.8596,2594566,919,0.0427,0.0014,0.31,287.49,0.38
2014-05-02,partner-ebay-se-vip,801999,691187,0.8618,2834270,1149,0.0312,0.0017,0.35,396.99,0.50
2014-05-20,partner-ebay-sg,137021,113901,0.8313,419889,983,0.0071,0.0086,0.24,233.02,1.70
2014-05-26,partner-ebay-sg,145476,119081,0.8186,440177,969,0.0162,0.0081,0.28,272.50,1.87
2014-03-31,partner-ebay-sg,151910,127921,0.8421,481272,1154,0.012,0.009,0.28,324.07,2.13
2014-05-25,partner-ebay-sg,144229,118418,0.821,438579,950,0.0155,0.008,0.29,277.59,1.92
2014-05-21,partner-ebay-sg,142152,116725,0.8211,436537,939,0.0168,0.008,0.25,238.59,1.68
2014-04-10,partner-ebay-sg,136468,115729,0.848,434205,930,0.0312,0.008,0.26,244.70,1.79
2014-05-11,partner-ebay-sg,148126,122053,0.824,447615,909,0.0299,0.0074,0.26,237.67,1.60
2014-06-03,partner-ebay-sg,137437,113478,0.8257,421884,933,0.0158,0.0082,0.28,264.48,1.92
2014-06-10,partner-ebay-sg,136445,113733,0.8335,427364,879,0.0034,0.0077,0.26,225.04,1.65
2014-03-30,partner-ebay-sg,155373,133870,0.8616,514833,1141,0.0121,0.0085,0.25,279.77,1.80
2014-03-23,partner-ebay-sg,159464,136135,0.8537,518789,1115,0.0106,0.0082,0.24,270.60,1.70
2014-06-02,partner-ebay-sg,139347,115163,0.8264,427687,920,0.0043,0.008,0.27,244.80,1.76
2014-05-05,partner-ebay-sg,147060,121997,0.8296,441272,930,0.0292,0.0076,0.25,234.30,1.59
2014-04-15,partner-ebay-sg,147690,123744,0.8379,466556,1087,0.0127,0.0088,0.26,286.26,1.94
2014-04-07,partner-ebay-sg,151415,126297,0.8341,474381,1062,0.0176,0.0084,0.25,260.57,1.72
2014-04-29,partner-ebay-sg,148010,122191,0.8256,446655,984,0.016,0.0081,0.26,252.22,1.70
2014-04-22,partner-ebay-sg,151825,126505,0.8332,466022,985,0.0209,0.0078,0.26,256.05,1.69
2014-06-08,partner-ebay-sg,137661,115422,0.8385,437638,875,0.0102,0.0076,0.26,228.42,1.66
2014-04-25,partner-ebay-sg,141024,117523,0.8334,432645,1004,0.0243,0.0085,0.23,230.89,1.64
2014-06-05,partner-ebay-sg,138981,116849,0.8408,441652,911,0.0076,0.0078,0.30,270.32,1.95
2014-05-23,partner-ebay-sg,134152,110409,0.823,409942,875,0.0057,0.0079,0.24,211.45,1.58
2014-03-20,partner-ebay-sg,153132,130945,0.8551,508229,1134,0.0122,0.0087,0.26,295.44,1.93
2014-04-09,partner-ebay-sg,140773,119381,0.848,454140,1020,0.0107,0.0085,0.24,244.11,1.73
2014-05-02,partner-ebay-sg,144033,119690,0.831,435824,973,0.0142,0.0081,0.26,251.30,1.74
2014-05-14,partner-ebay-sg,143060,119209,0.8333,444492,872,0.0246,0.0073,0.30,264.93,1.85
2014-04-03,partner-ebay-sg,147344,125537,0.852,474254,1031,0.02,0.0082,0.26,268.40,1.82
2014-04-26,partner-ebay-sg,146215,122554,0.8382,452448,939,0.0063,0.0077,0.24,221.84,1.52
2014-06-06,partner-ebay-sg,125926,105843,0.8405,400252,787,0.0138,0.0074,0.29,228.04,1.81
2014-04-12,partner-ebay-sg,140098,118752,0.8476,448015,907,0.0216,0.0076,0.23,205.29,1.47
2014-04-13,partner-ebay-sg,154617,129334,0.8365,484138,949,0.0063,0.0073,0.26,247.22,1.60
2014-05-22,partner-ebay-sg,137424,109278,0.7952,407231,911,0.013,0.0083,0.25,227.74,1.66
2014-04-27,partner-ebay-sg,149211,124036,0.8313,454083,873,0.0124,0.007,0.25,217.27,1.46
2014-03-15,partner-ebay-sg,145825,124252,0.8521,472591,1024,0.021,0.0082,0.29,297.56,2.04
2014-04-04,partner-ebay-sg,139263,117351,0.8427,442489,985,0.015,0.0084,0.24,239.86,1.72
2014-03-19,partner-ebay-sg,150322,126978,0.8447,485315,1126,0.0209,0.0089,0.26,290.12,1.93
2014-04-11,partner-ebay-sg,142812,121022,0.8474,457682,960,0.0103,0.0079,0.28,267.85,1.88
2014-06-07,partner-ebay-sg,124197,105371,0.8484,398346,876,0.0157,0.0083,0.27,240.45,1.94
2014-05-15,partner-ebay-sg,142464,118338,0.8307,440650,989,0.011,0.0084,0.26,255.58,1.79
2014-04-06,partner-ebay-sg,154051,131365,0.8527,494735,1119,0.0124,0.0085,0.24,265.11,1.72
2014-05-01,partner-ebay-sg,149751,125702,0.8394,464267,985,0.011,0.0078,0.25,242.75,1.62
2014-03-18,partner-ebay-sg,154575,130755,0.8459,493962,1149,0.0163,0.0088,0.25,286.14,1.85
2014-05-19,partner-ebay-sg,143701,117758,0.8195,434474,896,0.0208,0.0076,0.26,233.98,1.63
2014-05-04,partner-ebay-sg,155048,130517,0.8418,482827,999,0.0099,0.0077,0.25,246.95,1.59
2014-05-12,partner-ebay-sg,147092,121005,0.8226,442844,1016,0.0088,0.0084,0.28,282.71,1.92
2014-03-22,partner-ebay-sg,146650,125580,0.8563,482076,1112,0.0142,0.0089,0.27,298.09,2.03
2014-05-16,partner-ebay-sg,131668,109804,0.8339,411991,882,0.0134,0.008,0.28,244.59,1.86
2014-04-01,partner-ebay-sg,150264,128022,0.852,483129,1093,0.0241,0.0085,0.27,290.69,1.93
2014-04-23,partner-ebay-sg,148498,124380,0.8376,455277,979,0.019,0.0079,0.29,283.33,1.91
2014-04-14,partner-ebay-sg,149904,125528,0.8374,468050,1062,0.0121,0.0085,0.25,268.41,1.79
2014-06-04,partner-ebay-sg,143402,119223,0.8314,448667,945,0.0136,0.0079,0.27,256.61,1.79
2014-05-24,partner-ebay-sg,135199,110739,0.8191,409735,814,0.0169,0.0074,0.25,206.78,1.53
2014-06-09,partner-ebay-sg,142025,119437,0.841,450309,969,0.0152,0.0081,0.27,264.74,1.86
